id,name,address,city,state,postcode,phone,email,website,adoption_url
OH1184,The Sherwood Cat Rescue,,Bethel,OH,45106,(513) 969-7550,thejjsherwoodseries@gmail.com,https://www.petfinder.com/member/us/oh/bethel/the-sherwood-cat-rescue-oh1184/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX2253,Mutty Pawz,,Bells,TX,75414,(903) 818-9972,Muttypawz2017@gmail.com,https://www.petfinder.com/member/us/tx/bells/mutty-pawz-tx2253/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
GA930,Saved By Grace Pet Adoption Services Inc,7215 Industrial Blvd NE,Covington,GA,30014,(770) 787-4899,savedbygracepetadoptions@gmail.com,https://www.petfinder.com/member/us/ga/covington/saved-by-grace-pet-adoption-services-inc-ga930/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
FL1538,Neptune Beach Animal Control,,Neptune Beach,FL,32266,(904) 270-2411,deezagari@nbfl.us,https://www.petfinder.com/member/us/fl/neptune-beach/neptune-beach-animal-control-fl1538/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
IA254,Otter Creek Animal Shelter,,Hazleton,IA,50641,(319) 636-2061,jesupvet@hotmail.com,https://www.petfinder.com/member/us/ia/hazleton/otter-creek-animal-shelter-ia254/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
NJ895,Bully Rescue Warriors,,Hamburg,NJ,07419,,bullyrescuewarriors@gmail.com,https://www.petfinder.com/member/us/nj/hamburg/bully-rescue-warriors-nj895/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MN443,Kitten Care Group MN,,Kasota,MN,56050,,kittencaregroupmn@gmail.com,https://www.petfinder.com/member/us/mn/kasota/kitten-care-group-mn-mn443/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
NY1390,A Purr-fect Fit Animal Rescue and Adoption Center,2231 Wehrle Drive,Williamsville,NY,14221,(716) 633-6600,apurrfectfit@gmail.com,https://www.petfinder.com/member/us/ny/williamsville/a-purr-fect-fit-animal-rescue-and-adoption-center-ny1390/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX2271,PawPrint Cottage Rescue,,Liverpool,TX,77577,,Adopt@PawPrintRescue.Org,https://www.petfinder.com/member/us/tx/liverpool/pawprint-cottage-rescue-tx2271/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX2272,All Good Dogs Education,,Longview,TX,75605,(903) 235-0383,agdadoptions@gmail.com,https://www.petfinder.com/member/us/tx/longview/all-good-dogs-education-tx2272/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
NC1025,Tiny Tigers Rescue,,Toast,NC,27049,,tinytigersrescue@hotmail.com,https://www.petfinder.com/member/us/nc/toast/tiny-tigers-rescue-nc1025/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
NJ899,"Brick City Rescue, Inc",,Lincoln Park,NJ,07035,,Info@brickcityrescue.com,https://www.petfinder.com/member/us/nj/lincoln-park/brick-city-rescue-inc-nj899/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX2278,Houston Animal Rescue Team - HART,,Tomball,TX,77377,,hartrescue.adoptions@gmail.com,https://www.petfinder.com/member/us/tx/tomball/houston-animal-rescue-team-hart-tx2278/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
ME159,Pittie Posse Rescue and Sanctuary,,South Portland,ME,04106,,pittieposse@gmail.com,https://www.petfinder.com/member/us/me/south-portland/pittie-posse-rescue-and-sanctuary-me159/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
ID148,The Furry Farm Rescue,PO Box 394,Rathdrum,ID,83858,,ffr@thefurryfarmrescue.org,https://www.petfinder.com/member/us/id/rathdrum/the-furry-farm-rescue-id148/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MN448,No Kitten Left Behind-MN,,St Paul,MN,55101,,amtauer@hotmail.com,https://www.petfinder.com/member/us/mn/st-paul/no-kitten-left-behind-mn-mn448/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
WY80,Yola and Boogy Fund,,Cheyenne,WY,82009,(307) 631-3814,yolaandboogy@gmail.com,https://www.petfinder.com/member/us/wy/cheyenne/yola-and-boogy-fund-wy80/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX2280,Cape Kitty Rescue,,Coldspring,TX,77331,(713) 818-1645,capekittyrescue@yahoo.com,https://www.petfinder.com/member/us/tx/coldspring/cape-kitty-rescue-tx2280/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
AL447,"Hope4Hearts Animal Rescue, Inc.",,Mobile,AL,36619,,hope4heartsar@gmail.com,https://www.petfinder.com/member/us/al/mobile/hope4hearts-animal-rescue-inc-al447/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
WA661,Companion Animal Outreach,,Spokane,WA,99217,,cao2011@aol.com,https://www.petfinder.com/member/us/wa/spokane/companion-animal-outreach-wa661/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
AZ633,K9 Konnection,,Wickenburg,AZ,85390,(928) 232-2611,k9konnectionrescue@gmail.com,https://www.petfinder.com/member/us/az/wickenburg/k9-konnection-az633/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
NE145,The Foster Kitten Project,,Bellevue,NE,68005,(402) 651-8507,thefosterkittenproject@gmail.com,https://www.petfinder.com/member/us/ne/bellevue/the-foster-kitten-project-ne145/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MA527,Fairhaven Animal Shelter,,Fairhaven,MA,02719,(508) 979-4028,aco@fairhaven-ma.gov,https://www.petfinder.com/member/us/ma/fairhaven/fairhaven-animal-shelter-ma527/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MO718,Dexter Animal Shelter,601 East Grant St,Dexter,MO,63841,(573) 624-5512 ext. 1,animalshelter@dexterpd.com,https://www.petfinder.com/member/us/mo/dexter/dexter-animal-shelter-mo718/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
FL1554,Faithful Friends Pet Rescue and Rehoming,,Williston,FL,32696,,faithfulfriendsprr@gmail.com,https://www.petfinder.com/member/us/fl/williston/faithful-friends-pet-rescue-and-rehoming-fl1554/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TN893,Sunshine Bridge Animal Rescue ,,College Grove,TN,37046,,Sunshinebridgerescue@gmail.com,https://www.petfinder.com/member/us/tn/college-grove/sunshine-bridge-animal-rescue-tn893/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
RI134,Ten Lives Cat Rescue,,Pawtucket,RI,02860,,hello@tenlivescatrescue.org,https://www.petfinder.com/member/us/ri/pawtucket/ten-lives-cat-rescue-ri134/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
IL898,Perfectly Posh Paws,,Mount Prospect,IL,60056,,info@perfectlyposhpaws.org,https://www.petfinder.com/member/us/il/mount-prospect/perfectly-posh-paws-il898/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MS207,Mutt Mafia,,Byhalia,MS,38611,,muttmafiarescue@gmail.com,https://www.petfinder.com/member/us/ms/byhalia/mutt-mafia-ms207/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
FL1555,Magic City K9,,Miami,FL,33155,(305) 842-3974,info@magiccityk9.org,https://www.petfinder.com/member/us/fl/miami/magic-city-k9-fl1555/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CA2591,BnB Rescue,,Eagle,ID,83616,(925) 998-9309,CindyBnBRescue@gmail.com,https://www.petfinder.com/member/us/id/eagle/bnb-rescue-ca2591/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
WA332,Kitten Rescue of Mason County,420 SE State Route 3,Shelton,WA,98584,(360) 427-3167,krmasoncounty@gmail.com,https://www.petfinder.com/member/us/wa/shelton/kitten-rescue-of-mason-county-wa332/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
UT241,Superhero Dog Academy,,SALT LAKE CITY,UT,84104,(801) 396-0019,INFO@SUPERHERODOG.COM,https://www.petfinder.com/member/us/ut/salt-lake-city/superhero-dog-academy-ut241/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX2654,Weatherford Wags,,Weatherford,TX,76087,,weatherfordwags@gmail.com,https://www.petfinder.com/member/us/tx/weatherford/weatherford-wags-tx2654/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MI1052,Stepping Stones Animal Assistance,,Linden,MI,48451,(248) 982-8602,steppingstones4animals@outlook.com,https://www.petfinder.com/member/us/mi/linden/stepping-stones-animal-assistance-mi1052/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CA2866,Furget Me Not Purebred Cat Rescue,,Pomona,CA,91767,(909) 969-0042,happytailsrup@gmail.com,https://www.petfinder.com/member/us/ca/pomona/furget-me-not-purebred-cat-rescue-ca2866/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CA3115,OceanRay Rescue,,BAKERSFIELD,CA,93301,,oceanrayrescue@gmail.com,https://www.petfinder.com/member/us/ca/bakersfield/oceanray-rescue-ca3115/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MO793,"Whiskey Ridge Rescue, Inc.",,Green Ridge,MO,65332,,whiskeyridgerescue@yahoo.com,https://www.petfinder.com/member/us/mo/green-ridge/whiskey-ridge-rescue-inc-mo793/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
WI512,Woof Lodge Rescue,,Appleton,WI,54914,,WoofLodge_Rescue@yahoo.com,https://www.petfinder.com/member/us/wi/appleton/woof-lodge-rescue-wi512/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
GA1076,Bosley’s Place,,Smyrna,GA,30080,,bosleysplaceinc@gmail.com,https://www.petfinder.com/member/us/ga/smyrna/bosleys-place-ga1076/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CA2928,Sunny Day Acres,,Agua Dulce,CA,91390,,sdanonprofit@gmail.com,https://www.petfinder.com/member/us/ca/agua-dulce/sunny-day-acres-ca2928/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH1288,A New Day Animal Rescue Foundation,,North Bend,OH,45052,,andarf.rescue@gmail.com,https://www.petfinder.com/member/us/oh/north-bend/a-new-day-animal-rescue-foundation-oh1288/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
NJ990,Wagging Happy Tails Dog Rescue,,Fanwood,NJ,07023,(908) 337-5925,wagginghappytailsrescue@gmail.com,https://www.petfinder.com/member/us/nj/fanwood/wagging-happy-tails-dog-rescue-nj990/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
RI121,Save One Soul Animal Rescue League,PO BOX 498,Wakefield,RI,02880,,info@sosarl.org,https://www.petfinder.com/member/us/ri/wakefield/save-one-soul-animal-rescue-league-ri121/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
NV187,Hearts Alive Village Las Vegas,1750 S Rainbow Blvd #4,Las Vegas,NV,89146,(702) 870-0065,info@heartsalivevillage.org,https://www.petfinder.com/member/us/nv/las-vegas/hearts-alive-village-las-vegas-nv187/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TN794,Music City Animal Rescue,,Nashville,TN,37217,(615) 485-4452,MusicCityAnimalRescue@gmail.com,https://www.petfinder.com/member/us/tn/nashville/music-city-animal-rescue-tn794/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH1080,Toledo's Pet Bull Project,PO Box 167584,Oregon,OH,43616,,tpbpapps@gmail.com,https://www.petfinder.com/member/us/oh/oregon/toledos-pet-bull-project-oh1080/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
FL1349,Fur The Love Of Animals,,Orlando,FL,32837,  ,ftloa.rescue@gmail.com,https://www.petfinder.com/member/us/fl/orlando/fur-the-love-of-animals-fl1349/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX1941,"Fluffys Friends, Inc.",,Navasota,TX,77868,,lindafelton362@gmail.com,https://www.petfinder.com/member/us/tx/navasota/fluffys-friends-inc-tx1941/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX1939,Kaleys Place,,Nevada,TX,75173,(682) 233-2026,kaleysplace@gmail.com,https://www.petfinder.com/member/us/tx/nevada/kaleys-place-tx1939/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
PA927,"Cockers Across PA Cocker Spaniel Rescue, Inc.",PO Box 81,Etters,PA,17319,(717) 409-5600,info@cockersacrosspa.org,https://www.petfinder.com/member/us/pa/etters/cockers-across-pa-cocker-spaniel-rescue-inc-pa927/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
AR323,Russellville Animal Shelter,3115 S. Mobile,Russellville,AR,72802,479-968-1944,tcase@rsvlar.org,https://www.petfinder.com/member/us/ar/russellville/russellville-animal-shelter-ar323/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
KS274,Cattails Feline Rescue,,Manhattan,KS,66502,785-565-2433  ,thisisdnn@gmail.com,https://www.petfinder.com/member/us/ks/manhattan/cattails-feline-rescue-ks274/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
AZ556,AZ CARE,,Florence,AZ,85132,,azcare@azcarerescue.org,https://www.petfinder.com/member/us/az/florence/az-care-az556/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MI957,Spay Neuter Assistance Program of Michigan,,Niles,MI,49120,(269) 340-0330,snapofmichigan@gmail.com,https://www.petfinder.com/member/us/mi/niles/spay-neuter-assistance-program-of-michigan-mi957/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH1086,Ohio Irish Setter Rescue,,Strongsville,OH,44136,(440) 238-9507,ohio.irishsetter.rescue@gmail.com,https://www.petfinder.com/member/us/oh/strongsville/ohio-irish-setter-rescue-oh1086/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
NC908,Fuzzy Faces Rescue,,Clayton,NC,27520,,contact@fuzzyfacesrefuge.org,https://www.petfinder.com/member/us/nc/clayton/fuzzy-faces-rescue-nc908/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OR330,Shelter Friends,,Grants Pass,OR,97528,541-944-4404,tana@savethewhiskers.org,https://www.petfinder.com/member/us/or/grants-pass/shelter-friends-or330/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CO444,Do Over Dogs - A Second Chance At Life,,Broomfield,CO,80020,,dooverdogs@hotmail.com,https://www.petfinder.com/member/us/co/broomfield/do-over-dogs-a-second-chance-at-life-co444/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
IN645,PawSwaP of Greater Lafayette,,Lafayette,IN,47909,(765) 426-7827,pawswapofgreaterlafayette@aol.com,https://www.petfinder.com/member/us/in/lafayette/pawswap-of-greater-lafayette-in645/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX1961,Another Happy Tail HOUSTON,,Cypress,TX,77429,,greg.carraway@shell.com,https://www.petfinder.com/member/us/tx/cypress/another-happy-tail-houston-tx1961/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MI958,Milwood Animal Clinic,,Portage,MI,49002,(269) 342-9865,vets@milwoodanimalclinic.com,https://www.petfinder.com/member/us/mi/portage/milwood-animal-clinic-mi958/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
VA691,Tramp's Rescue,,Goochland,VA,23063,804-248-3042 ,crazydoglady64@aol.com,https://www.petfinder.com/member/us/va/goochland/tramps-rescue-va691/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
SD58,The Casey Fund,,Pukwana,SD,57370,(605) 680-2468,thecaseyfund@yahoo.com,https://www.petfinder.com/member/us/sd/pukwana/the-casey-fund-sd58/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MD429,Montgomery County Partners for Animal Well-Being (MCPAW),,Rockville,MD,20850,(301) 437-6189,vickipthomas@gmail.com,https://www.petfinder.com/member/us/md/rockville/montgomery-county-partners-for-animal-well-being-mcpaw-md429/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MS182,Rescue Revolution of Mississippi,,Jackson,MS,39236,,rrofms@gmail.com,https://www.petfinder.com/member/us/ms/jackson/rescue-revolution-of-mississippi-ms182/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX1972,Val's Pals GSD & Large Paw Rescue,P.O Box 531,Katy,TX,77450,,valspalsgsdr@yahoo.com,https://www.petfinder.com/member/us/tx/katy/vals-pals-gsd-and-large-paw-rescue-tx1972/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
NY1251,BARRK Animal Rescue,,Valley Stream,NY,11580,,applications@barrkli.org,https://www.petfinder.com/member/us/ny/valley-stream/barrk-animal-rescue-ny1251/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MO656,Hotel McColm,,Fair Play,MO,65649,(417) 777-1560,dennimccolm@yahoo.com,https://www.petfinder.com/member/us/mo/fair-play/hotel-mccolm-mo656/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MI965,Great Lakes Boxer Rescue,,Sanford,MI,48657,(866) 309-2957,greatlakesboxerrescue@gmail.com,https://www.petfinder.com/member/us/mi/sanford/great-lakes-boxer-rescue-mi965/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CA2307,Central Coast Herding Dog Rescue,,Paso Robles,CA,93446,805 238 1446,info@cchdrescue.org,https://www.petfinder.com/member/us/ca/paso-robles/central-coast-herding-dog-rescue-ca2307/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
NJ815,Rescue Dogs Rock Animal Rescue,,Franklinville,NJ,08322,(610) 733-1088,RescueDogsRockNJ@gmail.com,https://www.petfinder.com/member/us/nj/franklinville/rescue-dogs-rock-animal-rescue-nj815/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX1985,"New Life Rescue, Inc.",,Houston,TX,77075,,pennykbryce@gmail.com,https://www.petfinder.com/member/us/tx/houston/new-life-rescue-inc-tx1985/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX1986,In Dog We Trust,,Adkins,TX,78101,,Cherry2790@hotmail.com,https://www.petfinder.com/member/us/tx/adkins/in-dog-we-trust-tx1986/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CO450,Bruno the Companion All Animal Rescue,,Littleton,CO,80123,720-432-7381,BTCRescue@brunothecompanion.com,https://www.petfinder.com/member/us/co/littleton/bruno-the-companion-all-animal-rescue-co450/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
SC442,Rogue Rescue and Sanctuary,,Bluffton,SC,29910,(843) 816-0097,roguerescueandsanctuary@gmail.com,https://www.petfinder.com/member/us/sc/bluffton/rogue-rescue-and-sanctuary-sc442/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
MD434,Fairy Tails Rescue,,Forest Hill,MD,21050,(410) 929-0949,connect@fairytailsrescuemd.org,https://www.petfinder.com/member/us/md/forest-hill/fairy-tails-rescue-md434/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CA2311,Almost Home 4ever,PO Box 13174,Sacramento,CA,95813,,almosthome4ever@gmail.com,https://www.petfinder.com/member/us/ca/sacramento/almost-home-4ever-ca2311/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
FL1381,"True & Faithful Pet Rescue Mission,Inc",,venice,FL,34292,,Truefaithfulrescuemission@yahoo.com,https://www.petfinder.com/member/us/fl/venice/true-and-faithful-pet-rescue-missioninc-fl1381/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
IA235,"Muddy Paws Second Chance Rescue, Inc",,Council Bluffs,IA,51503,,muddypaws2chancerescue@yahoo.com,https://www.petfinder.com/member/us/ia/council-bluffs/muddy-paws-second-chance-rescue-inc-ia235/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX2001,Waggin' Tailz Rescue and Adoptions,,Seguin,TX,78155,,waggintailzadoptions@gmail.com,https://www.petfinder.com/member/us/tx/seguin/waggin-tailz-rescue-and-adoptions-tx2001/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
FL1382,Sunshine State Animal Rescue,P.O. Box 5211,Navarre,FL,32566,,SSAR2015@outlook.com,https://www.petfinder.com/member/us/fl/navarre/sunshine-state-animal-rescue-fl1382/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CT533,Fix and Feed North Haven Inc,PO Box 253,North Haven ,CT,06473,203-772-8528,lisa@fixandfeednorthhaven.org,https://www.petfinder.com/member/us/ct/north-haven/fix-and-feed-north-haven-inc-ct533/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
AR329,"House of Little Dogs, Inc.",,Fayetteville,AR,72701,4792833256,houseoflittledogs@gmail.com,https://www.petfinder.com/member/us/ar/fayetteville/house-of-little-dogs-inc-ar329/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
IL825,Safe Now Animal Rescue,,Manhattan,IL,60442,(815) 592-4140,safenowarf@gmail.com,https://www.petfinder.com/member/us/il/manhattan/safe-now-animal-rescue-il825/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
FL1398,NAIA's Pet Rescue,,Pompano Beach,FL,33064,954947PETS,naiaspetrescue@gmail.com,https://www.petfinder.com/member/us/fl/pompano-beach/naias-pet-rescue-fl1398/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
NC943,Cause-N-Dog Rescue,,Snow Hill,NC,28580,(252) 686-2447,tyrascroggins@gmail.com,https://www.petfinder.com/member/us/nc/snow-hill/cause-n-dog-rescue-nc943/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
FL1400,Camp Many Paws,,Naples,FL,34112,239-438-2963,susanjp5657@gmail.com,https://www.petfinder.com/member/us/fl/naples/camp-many-paws-fl1400/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX2033,Animal Hope,6708 S. Hulen,Fort Worth,TX,76133,(817) 984-1129,info@animalhope.org,https://www.petfinder.com/member/us/tx/fort-worth/animal-hope-tx2033/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
FL1402,Tails from the Barkside Pet Rescue,PO Box 770185,Fort Lauderdale,FL,33318,,tailsfromthebarkside@yahoo.com,https://www.petfinder.com/member/us/fl/fort-lauderdale/tails-from-the-barkside-pet-rescue-fl1402/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
ME148,American Pointer Rescue,,Ellsworth,ME,04605,,americanpointerrescue@gmail.com,https://www.petfinder.com/member/us/me/ellsworth/american-pointer-rescue-me148/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX2042,"Pups of Texas Rescue, Inc.",,Kingwood,TX,77339,(713) 562-6059,pupsoftexasrescue@yahoo.com,https://www.petfinder.com/member/us/tx/kingwood/pups-of-texas-rescue-inc-tx2042/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
CO455,Sunshine Canyon Dog Rescue,,Boulder,CO,80301,,Sunshinecanyondr@gmail.com,https://www.petfinder.com/member/us/co/boulder/sunshine-canyon-dog-rescue-co455/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
GA854,"Much Ado About Hounds, Inc.",,Stone Mountain,GA,30087,7707783405,muchadohounds@hotmail.com,https://www.petfinder.com/member/us/ga/stone-mountain/much-ado-about-hounds-inc-ga854/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
KY470,"Lucky Tales Rescue, Inc",PO Box 315,Fort Thomas,KY,41075,,luckytalesrescue@gmail.com,https://www.petfinder.com/member/us/ky/fort-thomas/lucky-tales-rescue-inc-ky470/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX2043,Charming Pet Rescue,8430 Flint Rock Drive,Boerne,TX,78006,,charmingpetrescue@gmail.com,https://www.petfinder.com/member/us/tx/boerne/charming-pet-rescue-tx2043/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
NC946,Transylvania County Animal Services,1124 Old Rosman Hwy,Brevard,NC,28712,(828) 883-3713,megan.searcy@transylvaniacounty.org,https://www.petfinder.com/member/us/nc/brevard/transylvania-county-animal-services-nc946/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX2053,Animal Rescue of Crosby County,430 N. Front St.,Crosbyton,TX,79322,,arcc.rescue@gmail.com,https://www.petfinder.com/member/us/tx/crosbyton/animal-rescue-of-crosby-county-tx2053/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
FL1404,Happy Tails Adoptions,,Silver Springs,FL,34488,(352) 817-9745,HappytailsAdoptions@hotmail.com,https://www.petfinder.com/member/us/fl/silver-springs/happy-tails-adoptions-fl1404/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
NY1289,Reenies Rabbit Rescue,,Salisbury Mills,NY,12577,(845) 591-7751,reeniesrabbitrescue@gmail.com,https://www.petfinder.com/member/us/ny/salisbury-mills/reenies-rabbit-rescue-ny1289/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX2061,"Homeless Angels Rescue Team, Houston, Texas",,Houston,TX,77082,,saveahart@gmail.com,https://www.petfinder.com/member/us/tx/houston/homeless-angels-rescue-team-houston-texas-tx2061/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OH1114,HOUND Rescue and Sanctuary,,Findlay,OH,45840,4199575266,ohiohound@yahoo.com,https://www.petfinder.com/member/us/oh/findlay/hound-rescue-and-sanctuary-oh1114/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
RI124,The Abandoned Dogs of RI,,Chepachet,RI,02814,,abandoneddogsofri@gmail.com,https://www.petfinder.com/member/us/ri/chepachet/the-abandoned-dogs-of-ri-ri124/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
OK425,"Heart and Soul Pet Rescue, Inc.",,Fletcher,OK,73541,(580) 919-5117,heartandsoulpetrescue@gmail.com,https://www.petfinder.com/member/us/ok/fletcher/heart-and-soul-pet-rescue-inc-ok425/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX2073,Purrfect Angels Animal Rescue,,Mesquite,TX,75181,(903) 520-3918,purrfectangelsanimalrescue@yahoo.com,https://www.petfinder.com/member/us/tx/mesquite/purrfect-angels-animal-rescue-tx2073/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
TX2070,Ruff Diamonds Animal Rescue,PO Box 170093,Arlington,TX,76003,8173309431,ruffdiamondsanimalrescue@gmail.com,https://www.petfinder.com/member/us/tx/arlington/ruff-diamonds-animal-rescue-tx2070/?referrer_id=6e858132-60a4-455c-b1f7-e47ad4cfbb4f,
